campaign_id,date,channel,region,device_type,audience_segment,campaign_objective,impressions,clicks,ctr_pct,spend_usd,conversions,conversion_rate_pct,bounce_rate_pct,session_duration_sec,audience_age,ad_quality_score,revenue_usd,roas_calc,ctr_calc,cvr_calc,cpc,cpa,intent_score,engagement_depth,cost_waste_ratio,campaign_health_score,risk_flag
C00040,30-05-2025,Social,Central,Desktop,Boomers,Traffic,117544,2956.0,2.51,2964.96,220.0,7.44,91.25,134,28,7.74,21978.77,7.410339316781076,2.51478157301459,7.439972945552925,1.0026919174839364,13.416108597285069,0.10807154471544717,11.725000000000003,2744.366976,0.2324433022643806,0
C00041,19-05-2024,Video,West,Desktop,Gen Z,Awareness,159305,4888.0,3.07,7225.97,75.0,1.53,39.09,136,36,8.51,5544.04,0.7671320069129939,3.0683087893739094,1.534056044180814,1.478005727142565,95.07855263157894,0.05190321776003991,82.8376,7115.4126590000005,0.25540265490972963,1
C00042,03-07-2025,Affiliate,West,Tablet,Boomers,Sales,43973,561.0,1.28,513.22,38.0,6.77,53.71,124,23,7.88,2831.73,5.5068453191241105,1.2757538545504161,6.761565836298933,0.913202846975089,13.159487179487181,0.15344178395174557,57.3996,478.475006,0.23671994810101857,0
C00043,05-01-2024,Video,North,Mobile,Gen Z,Sales,141899,3896.0,2.75,8352.56,363.0,9.32,55.75,208,39,3.51,44007.27,5.268085702383176,2.745595489781536,9.314857582755966,2.143330767256864,22.946593406593404,0.3415964757709251,92.04,7574.1014079999995,0.10597672920015633,0
C00045,14-02-2025,Social,Central,CTV,Millennials,Sales,108844,2141.0,1.97,3277.5,85.0,3.97,66.46,218,47,9.08,8878.62,2.708134817752021,1.9670173182047865,3.968253968253968,1.530112044817927,38.11046511627907,0.12829232137563001,73.11720000000001,3147.3832500000003,0.27265786686463145,0
C00046,09-03-2024,Social,East,CTV,Millennials,Awareness,74088,1464.0,1.98,1618.11,40.0,2.73,37.95,107,36,7.31,3187.91,1.9689273736806023,1.9760018356301206,2.7303754266211606,1.1045119453924914,39.466097560975605,0.0749961489088575,66.3935,1573.935597,0.21945270361530556,0
C00047,20-02-2024,Video,Central,Mobile,Gen Z,App Installs,204504,5792.0,2.83,14492.37,280.0,4.83,68.06,125,35,8.28,7485.87,0.5165030631247253,2.832204591574778,4.833419644398411,2.5017037804246507,51.57427046263346,0.08742397914856646,39.925000000000004,13792.388529,0.24856896462804265,1
C00048,28-07-2024,Search,North,Desktop,Millennials,Sales,151013,7132.0,4.72,12280.6,442.0,6.2,56.16,116,39,8.36,29942.7,2.4380129624804585,4.722740937926285,6.196551240712183,1.7216598906490959,27.721444695259596,0.12582225332400282,50.8544,11519.2028,0.25105179369968783,0
C00049,18-02-2024,Video,West,Desktop,Boomers,Awareness,150206,7290.0,4.85,10870.38,398.0,5.46,43.4,127,31,6.95,28209.07,2.594801211989646,4.853302442629172,5.458784803182006,1.4909312851460703,27.244060150375937,0.1561756756756757,71.882,10276.857252,0.20881034325531325,0
C00050,12-08-2025,Social,West,Mobile,Boomers,Leads,105165,4091.0,3.89,8218.6,99.0,2.42,41.26,166,34,6.72,9598.33,1.1677368728405275,3.8900405073883197,2.4193548387096775,2.0084555229716523,82.186,0.0950591575958353,97.50840000000001,8019.70988,0.20178680305508861,1
C00051,10-06-2024,Video,East,CTV,Boomers,Traffic,196868,6288.0,3.19,8749.63,162.0,2.58,53.48,152,30,7.75,9399.1,1.074105521545306,3.1940021029212318,2.575926220384799,1.3912593417077435,53.67871165644171,0.07198237885462556,70.7104,8523.889545999999,0.2326424196310319,1
C00052,05-04-2024,Social,East,Desktop,Gen Z,App Installs,100286,2396.0,2.39,2392.94,20.0,0.83,59.0,242,31,8.44,2038.02,0.8513245946013684,2.3891431591332877,0.8343763037129746,0.9983062161034627,113.94952380952381,0.03347666666666667,99.22000000000001,2373.078598,0.2532680234648518,0
C00053,06-06-2025,Affiliate,Central,Mobile,Gen X,Awareness,53380,649.0,1.22,444.9,0.0,0.0,55.17,154,27,6.18,0.0,0.0,1.2157883891272174,0.0,0.6844615384615385,444.9,0.0,69.0382,444.9,0.18539999999999998,0
C00054,27-12-2025,Search,Central,CTV,Millennials,Awareness,121607,7322.0,6.02,14697.33,613.0,8.37,53.51,62,43,7.83,83055.7,5.650689568134611,6.020985461482797,8.370886248805135,2.007009422367882,23.937019543973943,0.09520088057237204,28.8238,13467.163479,0.23510986663919678,1
C00055,12-01-2025,Email,North,Desktop,Gen Z,App Installs,65655,1871.0,2.85,754.82,135.0,7.22,93.41,147,28,6.52,15207.24,20.120187346193536,2.8497014743511637,7.211538461538461,0.40321581196581197,5.55014705882353,0.11241817604067367,9.687300000000011,700.321996,0.1959161966846632,0
C00056,09-05-2024,Search,South,CTV,Gen Z,App Installs,142941,5648.0,3.95,7511.76,206.0,3.65,31.72,101,47,8.58,13410.31,1.7850044457695973,3.951252955744288,3.64666312621703,1.3297503983005843,36.288695652173914,0.11266809290953544,68.9628,7237.580760000001,0.2576234454826605,1
C00057,14-09-2025,Social,Central,Mobile,Gen Z,Sales,97274,1443.0,1.48,2165.43,45.0,3.12,32.98,80,18,9.48,2749.28,1.2690370794348307,1.4834232845026984,3.1163434903047094,1.4996052631578947,47.0745652173913,0.07345497351383168,53.616,2097.868584,0.2845462126285112,0
C00058,10-05-2024,Affiliate,Central,Tablet,Gen X,Traffic,81997,1009.0,1.23,1343.48,43.0,4.26,62.34,210,54,9.05,5420.05,4.031335534928002,1.230517817507744,4.257425742574258,1.3301782178217822,30.533636363636365,0.1412377644458478,79.08599999999998,1286.247752,0.2717892256088147,0
C00059,03-05-2025,Affiliate,East,Desktop,Gen X,Sales,95399,2073.0,2.17,1334.67,41.0,1.98,52.42,161,37,8.41,2984.89,2.2347510986995287,2.1729559748427674,1.9768563162970105,0.6435245901639345,31.777857142857144,0.05967427929614376,76.6038,1308.243534,0.2524249028531097,0
C00060,11-09-2025,Social,East,CTV,Gen X,Awareness,77065,2525.0,3.28,2967.98,0.0,0.0,,212,29,7.42,175.65,0.05916173231210719,3.2764124257130254,0.0,1.174972288202692,2967.98,0.0,106.0,2967.98,0.22260030081257853,0
C00061,06-11-2024,Search,West,Mobile,Gen Z,App Installs,129502,6902.0,5.33,12731.75,189.0,2.74,39.91,147,36,7.43,5653.94,0.44404704403997564,5.329606263947554,2.737940026075619,1.8443792553962046,67.00921052631578,0.09845514544121242,88.3323,12382.90005,0.22308958481865196,1
C00062,19-11-2024,Social,Central,Tablet,Millennials,Leads,114678,3714.0,3.24,4387.68,145.0,3.9,29.01,209,31,7.31,11586.37,2.6400580584594913,3.2386051500274684,3.9030955585464335,1.18107133243607,30.05260273972603,0.2716094635121626,148.3691,4216.56048,0.21983020503879422,0
C00063,28-07-2025,Search,South,Tablet,Gen X,Traffic,117407,5427.0,4.62,10352.83,339.0,6.25,61.47,307,39,7.16,14384.09,1.389253059012945,4.622342600163532,6.2453942520265295,1.907301031687546,30.4495,0.30714743076676804,118.2871,9705.778125,0.2153914620186155,0
C00064,03-01-2024,Video,Central,Tablet,Gen Z,App Installs,175149,6333.0,3.62,5271.74,560.0,8.84,46.18,177,33,7.5,57422.68,10.890481988491752,3.6157579217813303,8.84117461319861,0.8322923902747079,9.397040998217468,0.33164052564646035,95.26140000000001,4805.718183999999,0.22568637390119872,0
C00065,13-08-2024,Display,North,Desktop,Gen X,Awareness,129706,1696.0,1.31,820.34,46.0,2.71,5.0,107,18,8.81,4701.77,5.724511164682105,1.307562429167277,2.710665880966411,0.4834060106069535,17.45404255319149,0.4832833333333333,101.64999999999999,798.108786,0.2652486323647928,0
C00066,15-10-2024,Search,Central,Desktop,Gen X,Leads,136000,7053.0,5.19,14536.83,630.0,8.93,64.86,220,23,9.3,43469.41,2.9900893049375323,5.1859912794758865,8.931102920328891,2.060792458179756,23.037765451664026,0.2982994230185241,77.308,13238.691081,0.2795827668163878,0
C00067,10-07-2025,Email,South,Tablet,Millennials,Leads,62640,2974.0,4.75,1734.28,166.0,5.58,54.87,162,32,4.96,17400.6,10.027545986814808,4.747689213135168,5.579831932773109,0.5829512605042017,10.384910179640718,0.16179702881689637,73.1106,1637.507176,0.14915883118721052,0
C00068,05-11-2025,Email,West,Tablet,Gen Z,Awareness,52963,1425.0,2.69,578.88,130.0,9.12,41.44,126,53,7.74,12462.73,21.491912119748914,2.6905067593082097,9.1164095371669,0.4059467040673212,4.418931297709924,0.27076343072573045,73.7856,526.086144,0.23282444908871822,0
C00069,04-02-2025,Affiliate,West,Tablet,Gen Z,Awareness,115090,1619.0,1.41,1305.9,54.0,3.34,62.98,224,18,4.45,3672.27,2.80990894483128,1.4067129488839267,3.3333333333333335,0.8061111111111112,23.743636363636366,0.11693654266958425,82.92480000000002,1262.28294,0.1337367781160591,0
C00070,05-06-2024,Display,South,Tablet,Millennials,Sales,213363,1948.0,0.91,1847.52,38.0,1.95,75.24,93,32,5.24,4383.09,2.3711347456343455,0.91299375714741,1.9497178040020522,0.9479322729604925,47.37230769230769,0.02378672612801679,23.026800000000005,1811.4933600000002,0.15725731436402718,0
C00071,11-06-2024,Email,West,Mobile,Gen Z,Awareness,55870,2536.0,4.54,1148.35,175.0,6.9,62.62,203,34,7.69,17249.56,15.008100230565104,4.539027402409121,6.897910918407568,0.4526409144659046,6.524715909090909,0.22016661427224146,75.8814,1069.11385,0.23119521290335737,0
C00072,23-11-2025,Affiliate,South,Mobile,Gen X,App Installs,85797,598.0,0.7,673.54,15.0,2.51,37.07,213,36,4.42,1373.91,2.036810270702998,0.696985943728292,2.5041736227045077,1.124440734557596,42.09625,0.14043341213553978,134.0409,656.634146,0.13287755387305367,0
C00073,21-12-2025,Email,South,CTV,Millennials,Awareness,16370,301.0,1.84,153.49,19.0,6.31,51.95,90,29,9.26,1965.46,12.722247394653374,1.8386170667644006,6.291390728476822,0.5082450331125828,7.6745,0.10725212464589233,43.24499999999999,143.80478100000002,0.27806875200676473,0
C00074,02-01-2024,Display,East,Mobile,Gen X,Traffic,220925,2686.0,1.22,1432.57,0.0,2.12,47.89,172,34,8.32,7405.2,5.165565685665856,1.2157917130622924,0.0,0.5331484927428358,1432.57,0.07458375946001226,89.6292,1402.199516,0.2497681725410763,0
C00075,06-07-2025,Affiliate,South,Mobile,Gen X,App Installs,100230,2235.0,2.23,2759.39,152.0,6.8,83.13,118,40,9.6,13476.64,4.882150710587997,2.2298490486975084,6.797853309481217,1.2340742397137745,18.035228758169932,0.09537620349459172,19.906600000000008,2571.75148,0.2882062925222132,0
C00076,27-10-2024,Video,Central,Desktop,Millennials,Traffic,129908,4684.0,3.61,6880.73,433.0,9.24,22.04,109,29,6.98,21835.76,3.173004462540669,3.6056008436674905,9.242262540021345,1.4686723585912487,15.85421658986175,0.43713541666666667,84.97640000000001,6244.950548,0.2102478550607937,0
C00077,25-07-2024,Social,West,Mobile,Millennials,Leads,63291,1831.0,2.89,1663.66,40.0,2.18,55.37,222,31,9.53,3264.72,1.9611932767051528,2.8929406560070783,2.1834061135371177,0.9081113537117904,40.57707317073171,0.08585417775412453,99.07860000000001,1627.392212,0.28607332346739833,0
C00078,21-02-2025,Video,South,Tablet,Millennials,Awareness,226990,8979.0,3.96,8578.7,277.0,3.08,41.24,259,33,4.69,14383.12,1.6764129281909623,3.955663440400721,3.0846325167037865,0.9553118040089088,30.85863309352518,0.18885416666666666,152.18839999999997,8314.47604,0.14106784981308998,0
C00079,02-01-2024,Video,North,CTV,Millennials,Traffic,186882,3162.0,1.69,4619.14,14.0,0.44,34.67,179,36,7.56,1401.79,0.30340855471912104,1.691967701717117,0.4426177679418274,1.4603667404362948,307.9426666666667,0.02208017942248388,116.94069999999999,4598.815784,0.22684355385980087,0
C00080,24-03-2025,Video,East,Tablet,Millennials,Traffic,178953,5534.0,3.09,0.0,131.0,2.37,44.59,66,22,6.36,16305.05,16305.05,3.092414810509964,2.366757000903342,0.0,0.0,0.034310155735907,36.5706,0.0,0.27376961668042854,0
C00081,29-07-2025,Search,South,CTV,Gen X,Leads,92185,2948.0,3.2,8037.6,204.0,6.92,54.61,225,22,6.23,17194.44,2.1389844002687033,3.1978825418176293,6.917599186164802,2.725534079348932,39.20780487804878,0.2799856140981838,102.1275,7481.39808,0.1874435942867408,0
C00082,29-04-2025,Search,East,Tablet,Boomers,App Installs,125250,6608.0,5.28,11836.83,415.0,6.28,68.29,33,39,10.0,26358.0,2.226590515322487,5.275806181188174,6.2793160841277045,1.7910167952791647,28.45391826923077,0.029909077789002748,10.464299999999998,11093.477076000001,0.3000682281932029,1
C00083,18-01-2025,Display,North,Mobile,Gen X,Traffic,184823,1771.0,0.96,881.79,58.0,3.27,51.23,171,34,7.28,5051.21,5.721870433511934,0.9582088906202657,3.2731376975169297,0.4976241534988713,14.945593220338983,0.10705916140149341,83.39670000000001,852.955467,0.21863279088383697,0
C00084,10-12-2024,Email,East,Mobile,Gen Z,App Installs,79899,4100.0,5.13,1061.13,240.0,5.85,40.69,156,36,7.49,22454.72,21.141216235300764,5.131414267834793,5.852231163130943,0.25874908558888077,4.403029045643154,0.2189014152074838,92.52359999999999,999.0538950000001,0.22522398997589987,0
C00085,11-08-2025,Video,East,Tablet,Boomers,App Installs,185298,7286.0,3.93,10318.79,545.0,7.48,29.96,106,28,4.99,62591.86,6.0652261334775215,3.932023378431616,7.4790723205708804,1.416054617812543,18.898882783882787,0.2560981912144703,74.24239999999999,9546.944508,0.15021810784703346,0
C00086,22-05-2024,Email,North,CTV,Millennials,Leads,44067,2180.0,4.95,809.74,65.0,2.98,-22.9,225,48,9.3,1665.32,2.054074055800873,4.946900245075792,2.9802842732691426,0.3712700596056855,12.26878787878788,-0.3061643835616439,276.52500000000003,785.609748,0.278427916262771,0
C00087,23-11-2024,Search,West,Mobile,Millennials,Leads,187273,7300.0,3.9,17284.04,486.0,6.66,60.92,211,18,8.14,44757.74,2.589391751479892,3.898031760949197,6.656622380495822,2.367352417477058,35.49084188911704,0.22694767441860467,82.45880000000001,16132.922936,0.24464497105950156,0
C00088,19-11-2024,Video,North,Tablet,Gen X,Awareness,191499,5875.0,3.07,7149.59,175.0,2.98,42.74,45,33,7.6,21732.94,3.039321230835497,3.0678851174934727,2.978216473791695,1.2167443839346495,40.62267045454546,0.030658436213991766,25.767,6936.532217999999,0.22807378636481848,1
C00089,11-08-2025,Affiliate,East,Tablet,Boomers,Leads,84159,1568.0,1.86,1510.91,19.0,1.21,28.11,186,25,6.97,1944.61,1.2861942840512992,1.8631178707224332,1.2109623964308476,0.9629764181007011,75.5455,0.07731363792511164,133.7154,1492.627989,0.20925364160618565,0
C00090,10-01-2025,Video,East,Desktop,Millennials,Sales,154920,4602.0,2.97,7450.31,489.0,10.63,35.78,170,46,7.4,21894.89,2.938394725222813,2.970546278425778,10.623506408863785,1.6185770149902239,15.204714285714287,0.4913268080478521,109.17399999999999,6658.342047,0.2229497701589468,0
C00091,02-08-2025,Affiliate,West,Desktop,Gen X,Sales,75428,2063.0,2.74,1749.55,145.0,7.03,59.87,115,41,6.47,14336.45,8.18968324240953,2.7350223388882258,7.025193798449612,0.8476501937984496,11.98321917808219,0.1328158370297355,46.149499999999996,1626.556635,0.1943943449665346,0
C00092,08-06-2024,Email,North,Tablet,Gen X,Traffic,36124,1532.0,4.24,906.58,70.0,4.57,65.84,47,48,4.04,7618.61,8.394422530245267,4.24083044982699,4.5662100456621,0.5913763861709067,12.768732394366198,0.03213494913225614,16.0552,865.149294,0.12130382411483098,0
C00093,02-08-2025,Video,Central,Tablet,Boomers,Sales,273277,6268.0,2.29,7176.44,215.0,3.43,52.51,113,39,7.35,10011.32,1.3948315834057825,2.2936350529497433,3.429574094751954,1.1447503589089167,33.224259259259256,0.07243319005793311,53.6637,6930.288108,0.2206449081305341,1
C00094,15-01-2025,Video,South,CTV,Millennials,Awareness,138923,3137.0,2.26,3783.34,111.0,3.54,54.42,166,41,7.57,7715.97,2.0389209214816852,2.2580691601163227,3.5372848948374758,1.2056532823454431,33.77982142857143,0.10603392277156261,75.6628,3649.409764,0.22731211394704046,0
